Labels,Paper Name,Author Names
Computational Social Science and Social Media,An Embedding Model for Estimating Legislative Preferences from the Frequency and Sentiment of Tweets,"Gregory Spell, Brian Guay, Sunshine Hillygus, Lawrence Carin"
Computational Social Science and Social Media,"Hashtags, Emotions, and Comments: A Large-Scale Dataset to Understand Fine-Grained Social Emotions to Online Topics","Keyang Ding, Jing Li, Yuji Zhang"
Computational Social Science and Social Media,Help! Need Advice on Identifying Advice,"Venkata Subrahmanyan Govindarajan, Benjamin Chen, Rebecca Warholic, Katrin Erk, Junyi Jessy Li"
Computational Social Science and Social Media,Investigating African-American Vernacular English in Transformer-Based Text Generation,"Sophie Groenwold, Lily Ou, Aesha Parekh, Samhita Honnavalli, Sharon Levy, Diba Mirza, William Yang Wang"
Computational Social Science and Social Media,Named Entity Recognition for Social Media Texts with Semantic Augmentation,"Yuyang Nie, Yuanhe Tian, Xiang Wan, Yan Song, Bo Dai"
Computational Social Science and Social Media,Multilingual Offensive Language Identification with Cross-lingual Embeddings,"Tharindu Ranasinghe, Marcos Zampieri"
Computational Social Science and Social Media,Social Media Attributions in the Context of Water Crisis,"Rupak Sarkar, Sayantan Mahinder, Hirak Sarkar, Ashiqur KhudaBukhsh"
Computational Social Science and Social Media,Reactive Supervision: A New Method for Collecting Sarcasm Data,"Boaz Shmueli, Lun-Wei Ku, Soumya Ray"
Computational Social Science and Social Media,Modeling Protagonist Emotions for Emotion-Aware Storytelling,"Faeze Brahman, Snigdha Chaturvedi"
Computational Social Science and Social Media,Cross-Media Keyphrase Prediction: A Unified Framework with Multi-Modality Multi-Head Attention and Image Wordings,"Yue Wang, Jing Li, Michael Lyu, Irwin King"
Computational Social Science and Social Media,Comparative Evaluation of Label-Agnostic Selection Bias in Multilingual Hate Speech Datasets,"Nedjma Ousidhoum, Yangqiu Song, Dit-Yan Yeung"
Computational Social Science and Social Media,Unsupervised Discovery of Implicit Gender Bias,"Anjalie Field, Yulia Tsvetkov"
Computational Social Science and Social Media,Social Chemistry 101: Learning to Reason about Social and Moral Norms,"Maxwell Forbes, Jena D. Hwang, Vered Shwartz, Maarten Sap, Yejin Choi"
Computational Social Science and Social Media,Coupled Hierarchical Transformer for Stance-Aware Rumor Verification in Social Media Conversations,"Jianfei Yu, Jing Jiang, Ling Min Serena Khoo, Hai Leong Chieu, Rui Xia"
Computational Social Science and Social Media,Toward Micro-Dialect Identification in Diaglossic and Code-Switched Environments,"Muhammad Abdul-Mageed, Chiyu Zhang, AbdelRahim Elmadany, Lyle Ungar"
Computational Social Science and Social Media,A Computational Approach to Understanding Empathy Expressed in Text-Based Mental Health Support,"Ashish Sharma, Adam Miner, David Atkins, Tim Althoff"
Computational Social Science and Social Media,"Continuity of Topic, Interaction, and Query: Learning to Quote in Online Conversations","Lingzhi Wang, Jing Li, Xingshan Zeng, Haisong Zhang, Kam-Fai Wong"
Computational Social Science and Social Media,EmoTag1200: Understanding the Association between Emojis and Emotions,"Abu Awal Md Shoeb, Gerard de Melo"
Computational Social Science and Social Media,Solving Historical Dictionary Codes with a Neural Language Model,"Christopher Chu, Raphael Valenti, Kevin Knight"
Computational Social Science and Social Media,Suicidal Risk Detection for Military Personnel,"Sungjoon Park, Kiwoong Park, Jaimeen Ahn, Alice Oh"
Computational Social Science and Social Media,Fortifying Toxic Speech Detectors Against Veiled Toxicity,"Xiaochuang Han, Yulia Tsvetkov"
Computational Social Science and Social Media,On the Reliability and Validity of Detecting Approval of Political Actors in Tweets,"Indira Sen, Fabian Flöck, Claudia Wagner"
Computational Social Science and Social Media,Writing Strategies for Science Communication: Data and Computational Analysis,"Tal August, Lauren Kim, Katharina Reinecke, Noah A. Smith"
Computational Social Science and Social Media,Condolence and Empathy in Online Communities,"Naitian Zhou, David Jurgens"
Computational Social Science and Social Media,A Time-Aware Transformer Based Model for Suicide Ideation Detection on Social Media,"Ramit Sawhney, Harshit Joshi, Saumya Gandhi, Rajiv Ratn Shah"
Computational Social Science and Social Media,Where Are the Facts? Searching for Fact-checked Information to Alleviate the Spread of Fake News,"Nguyen Vo, Kyumin Lee"
Computational Social Science and Social Media,Weakly Supervised Learning of Nuanced Frames for Analyzing Polarization in News Media,"Shamik Roy, Dan Goldwasser"
Computational Social Science and Social Media,Quantifying Intimacy in Language,"Jiaxin Pei, David Jurgens"
Computational Social Science and Social Media,Measuring Information Propagation in Literary Social Networks,"Matthew Sims, David Bamman"
Computational Social Science and Social Media,HENIN: Learning Heterogeneous Neural Interaction Networks for Explainable Cyberbullying Detection on Social Media,"Hsin-Yu Chen, Cheng-Te Li"
Dialogue and Interactive Systems,Bridging the Gap between Prior and Posterior Knowledge Selection for Knowledge-Grounded Dialogue Generation,"Xiuyi Chen, Fandong Meng, Peng Li, Feilong Chen, Shuang Xu, Bo Xu, Jie Zhou"
Dialogue and Interactive Systems,Like hiking? You probably enjoy nature: Persona-grounded Dialog with Commonsense Expansions,"Bodhisattwa Prasad Majumder, Harsh Jhamtani, Taylor Berg-Kirkpatrick, Julian McAuley"
Dialogue and Interactive Systems,Queens are Powerful too: Mitigating Gender Bias in Dialogue Generation,"Emily Dinan, Angela Fan, Adina Williams, Jack Urbanek, Douwe Kiela, Jason Weston"
Dialogue and Interactive Systems,Probing Task-Oriented Dialogue Representation from Language Models,"Chien-Sheng Wu, Caiming Xiong"
Dialogue and Interactive Systems,Learning a Simple and Effective Model for Multi-turn Response Generation with Auxiliary Tasks,"Yufan Zhao, Can Xu, Wei Wu"
Dialogue and Interactive Systems,End-to-End Slot Alignment and Recognition for Cross-Lingual NLU,"Weijia Xu, Batool Haider, Saab Mansour"
Dialogue and Interactive Systems,AttnIO: Knowledge Graph Exploration with In-and-Out Attention Flow for Knowledge-Grounded Dialogue,"Jaehun Jung, Bokyung Son, Sungwon Lyu"
Dialogue and Interactive Systems,Dialogue Distillation: Open-Domain Dialogue Augmentation Using Unpaired Data,"Rongsheng Zhang, Yinhe Zheng, Jianzhi Shao, Xiaoxi Mao, Yadong Xi, Minlie Huang"
Dialogue and Interactive Systems,Improving Dialog Evaluation with a Multi-reference Adversarial Dataset and Large Scale Pretraining,"Ananya Sai, Akash Mohan Kumar, Siddhartha Arora, Mitesh Khapra"
Dialogue and Interactive Systems,Personal Information Leakage Detection in Conversations,"Qiongkai Xu, Lizhen Qu, Zeyu Gao, Gholamreza Haffari"
Dialogue and Interactive Systems,Simple Data Augmentation with the Mask Token Improves Domain Adaptation for Dialog Act Tagging,"Semih Yavuz, Kazuma Hashimoto, Wenhao Liu, Nitish Shirish Keskar, Richard Socher, Caiming Xiong"
Dialogue and Interactive Systems,BiST: Bi-directional Spatio-Temporal Reasoning for Video-Grounded Dialogues,"Hung Le, Doyen Sahoo, Nancy Chen, Steven C.H. Hoi"
Dialogue and Interactive Systems,Multi-turn Response Selection using Dialogue Dependency Relations,"Qi Jia, Yizhu Liu, Siyu Ren, Kenny Zhu, Haifeng Tang"
Dialogue and Interactive Systems,Information Seeking in the Spirit of Learning: A Dataset for Conversational Curiosity,"Pedro Rodriguez, Paul Crook, Seungwhan Moon, Zhiguang Wang"
Dialogue and Interactive Systems,Counterfactual Off-Policy Training for Neural Dialogue Generation,"Qingfu Zhu, Wei-Nan Zhang, Ting Liu, William Yang Wang"
Dialogue and Interactive Systems,doc2dial: A Goal-Oriented Document-Grounded Dialogue Dataset,"Song Feng, Hui Wan, Chulaka Gunasekara, Siva Patel, Sachindra Joshi, Luis Lastras"
Dialogue and Interactive Systems,MinTL: Minimalist Transfer Learning for Task-Oriented Dialogue Systems,"Zhaojiang Lin, Andrea Madotto, Genta Indra Winata, Pascale Fung"
Dialogue and Interactive Systems,UniConv: A Unified Conversational Neural Architecture for Multi-domain Task-oriented Dialogues,"Hung Le, Doyen Sahoo, Chenghao Liu, Nancy Chen, Steven C.H. Hoi"
Dialogue and Interactive Systems,Filtering Noisy Dialogue Corpora by Connectivity and Content Relatedness,"Reina Akama, Sho Yokoi, Jun Suzuki, Kentaro Inui"
Dialogue and Interactive Systems,Amalgamating Knowledge from Two Teachers for Task-oriented Dialogue System with Adversarial Training,"Wanwei He, Min Yang, Rui Yan, Chengming Li, Ying Shen, Ruifeng Xu"
Dialogue and Interactive Systems,Improving Out-of-Scope Detection in Intent Classification by Using Embeddings of the Word Graph Space of the Classes,"Paulo Cavalin, Victor Henrique Alves Ribeiro, Ana Appel, Claudio Pinhanez"
Dialogue and Interactive Systems,Conundrums in Entity Coreference Resolution: Making Sense of the State of the Art,"Jing Lu, Vincent Ng"
Dialogue and Interactive Systems,Conversational Semantic Parsing,"Armen Aghajanyan, Jean Maillard, Akshat Shrivastava, Keith Diedrick, Michael Haeger, Haoran Li, Yashar Mehdad, Veselin Stoyanov, Anuj Kumar, Mike Lewis, Sonal Gupta"
Dialogue and Interactive Systems,Towards Persona-Based Empathetic Conversational Models,"Peixiang Zhong, Chen Zhang, Hao Wang, Yong Liu, Chunyan Miao"
Dialogue and Interactive Systems,Will I Sound Like Me? Improving Persona Consistency in Dialogues through Pragmatic Self-Consciousness,"Hyunwoo Kim, Byeongchang Kim, Gunhee Kim"
Dialogue and Interactive Systems,A Visually-grounded First-person Dialogue Dataset with Verbal and Non-verbal Responses,"Hisashi Kamezawa, Noriki Nishida, Nobuyuki Shimizu, Takashi Miyazaki, Hideki Nakayama"
Dialogue and Interactive Systems,Dialogue Response Ranking Training with Large-Scale Human Feedback Data,"Xiang Gao, Yizhe Zhang, Michel Galley, Chris Brockett, Bill Dolan"
Dialogue and Interactive Systems,Regularizing Dialogue Generation by Imitating Implicit Scenarios,"Shaoxiong Feng, Xuancheng Ren, Hongshen Chen, Bin Sun, Kan Li, Xu Sun"
Dialogue and Interactive Systems,GraphDialog: Integrating Graph Knowledge into End-to-End Task-Oriented Dialogue Systems,"Shiquan Yang, Rui Zhang, Sarah Erfani"
Dialogue and Interactive Systems,RiSAWOZ: A Large-Scale Multi-Domain Wizard-of-Oz Dataset with Rich Semantic Annotations for Task-Oriented Dialogue Modeling,"Jun Quan, Shian Zhang, Qian Cao, Zizhong Li, Deyi Xiong"
Dialogue and Interactive Systems,Knowledge-Grounded Dialogue Generation with Pre-trained Language Models,"Xueliang Zhao, Wei Wu, Can Xu, Chongyang Tao, Dongyan Zhao, Rui Yan"
Dialogue and Interactive Systems,Human-centric dialog training via offline reinforcement learning,"Natasha Jaques, Judy Hanwen Shen, Asma Ghandeharioun, Craig Ferguson, Agata Lapedriza, Noah Jones, Shixiang Gu, Rosalind Picard"
Dialogue and Interactive Systems,Cross-lingual Spoken Language Understanding with Regularized Representation Alignment,"Zihan Liu, Genta Indra Winata, Peng Xu, Zhaojiang Lin, Pascale Fung"
Dialogue and Interactive Systems,Discriminative Nearest Neighbor Few-Shot Intent Detection by Transferring Natural Language Inference,"Jianguo Zhang, Kazuma Hashimoto, Wenhao Liu, Chien-Sheng Wu, Yao Wan, Philip Yu, Richard Socher, Caiming Xiong"
Dialogue and Interactive Systems,Mitigating Gender Bias for Neural Dialogue Generation with Adversarial Learning,"Haochen Liu, Wentao Wang, Yiqi Wang, Hui Liu, Zitao Liu, Jiliang Tang"
Dialogue and Interactive Systems,SlotRefine: A Fast Non-Autoregressive Model for Joint Intent Detection and Slot Filling,"Di Wu, Liang Ding, Fan Lu, Jian Xie"
Dialogue and Interactive Systems,Task-Oriented Dialogue as Dataflow Synthesis,"Jacob Andreas, John Bufe, David Burkett, Charles Chen, Josh Clausman, Jean Crawford, Kate Crim, Jordan DeLoach, Leah Dorner, Jason Eisner, Hao Fang, Alan Guo, David Hall, Kristin Hayes, Kellie Hill, Diana Ho, Wendy Iwaszuk, Smriti Jha, Dan Klein, Jayant Krishnamurthy, Theo Lanman, Percy Liang, Christopher Lin, Ilya Lintsbakh, Andy McGovern, Alexander Nisnevich, Adam Pauls, Brent Read, Dan Roth, Subhro Roy, Beth Short, Div Slomin, Ben Snyder, Stephon Striplin, Yu Su, Zachary Tellman, Sam Thomson, Andrei Vorobev, Izabela Witoszko, Jason Wolfe, Abby Wray, Yuchen Zhang, Alexander Zotov, Jesse Rusak, Dmitrij Petters"
Dialogue and Interactive Systems,Iterative Feature Mining for Constraint-Based Data Collection to Increase Data Diversity and Model Robustness,"Stefan Larson, Anthony Zheng, Anish Mahendran, Rishi Tekriwal, Adrian Cheung, Eric Guldan, Kevin Leach, Jonathan K. Kummerfeld"
Dialogue and Interactive Systems,Low-Resource Domain Adaptation for Compositional Task-Oriented Semantic Parsing,"Xilun Chen, Asish Ghoshal, Yashar Mehdad, Luke Zettlemoyer, Sonal Gupta"
Dialogue and Interactive Systems,Task-Completion Dialogue Policy Learning via Monte Carlo Tree Search with Dueling Network,"Sihan Wang, Kaijie Zhou, Kunfeng Lai, Jianping Shen"
Dialogue and Interactive Systems,INSPIRED: Toward Sociable Recommendation Dialog Systems,"Shirley Anugrah Hayati, Dongyeop Kang, Qingxiaoyang Zhu, Weiyan Shi, Zhou Yu"
Dialogue and Interactive Systems,SLURP: A Spoken Language Understanding Resource Package,"Emanuele Bastianelli, Andrea Vanzo, Pawel Swietojanski, Verena Rieser"
Dialogue and Interactive Systems,Sound Natural: Content Rephrasing in Dialog Systems,"Arash Einolghozati, Anchit Gupta, Keith Diedrick, Sonal Gupta"
Dialogue and Interactive Systems,Semantic Role Labeling Guided Multi-turn Dialogue ReWriter,"Kun Xu, Haochen Tan, Linfeng Song, Han Wu, Haisong Zhang, Linqi Song, Dong Yu"
Dialogue and Interactive Systems,Incremental Processing in the Age of Non-Incremental Encoders: An Empirical Assessment of Bidirectional Models for Incremental NLU,"Brielen Madureira, David Schlangen"
Dialogue and Interactive Systems,The World is Not Binary: Learning to Rank with Grayscale Data for Dialogue Response Selection,"Zibo Lin, Deng Cai, Yan Wang, Xiaojiang Liu, Haitao Zheng, Shuming Shi"
Dialogue and Interactive Systems,Cross Copy Network for Dialogue Generation,"Changzhen Ji, Xin Zhou, Yating Zhang, Xiaozhong Liu, Changlong Sun, Conghui Zhu, Tiejun Zhao"
Dialogue and Interactive Systems,Neural Conversational QA: Learning to Reason vs Exploiting Patterns,"Nikhil Verma, Abhishek Sharma, Dhiraj Madan, Danish Contractor, Harshit Kumar, Sachindra Joshi"
Dialogue and Interactive Systems,Spot The Bot: A Robust and Efficient Framework for the Evaluation of Conversational Dialogue Systems,"Jan Deriu, Don Tuggener, Pius von Däniken, Jon Ander Campos, Alvaro Rodrigo, Thiziri Belkacem, Aitor Soroa, Eneko Agirre, Mark Cieliebak"
Dialogue and Interactive Systems,Profile Consistency Identification for Open-domain Dialogue Agents,"Haoyu Song, Yan Wang, Wei-Nan Zhang, Zhengyu Zhao, Ting Liu, Xiaojiang Liu"
Dialogue and Interactive Systems,Incomplete Utterance Rewriting as Semantic Segmentation,"Qian Liu, Bei Chen, Jian-Guang Lou, Bin Zhou, Dongmei Zhang"
Dialogue and Interactive Systems,MovieChats: Chat like Humans in a Closed Domain,"Hui Su, Xiaoyu Shen, Zhou Xiao, Zheng Zhang, Ernie Chang, Cheng Zhang, Cheng Niu, Jie Zhou"
Dialogue and Interactive Systems,Structured Attention for Unsupervised Dialogue Structure Induction,"Liang Qiu, Yizhou Zhao, Weiyan Shi, Yuan Liang, Feng Shi, Tao Yuan, Zhou Yu, Song-Chun Zhu"
Dialogue and Interactive Systems,Conversational Semantic Parsing for Dialog State Tracking,"Jianpeng Cheng, Devang Agrawal, Héctor Martínez Alonso, Shruti Bhargava, Joris Driesen, Federico Flego, Dain Kaplan, Dimitri Kartsaklis, Lin Li, Dhivya Piraviperumal, Jason D. Williams, Hong Yu, Diarmuid Ó Séaghdha, Anders Johannsen"
Dialogue and Interactive Systems,GRADE: Automatic Graph-Enhanced Coherence Metric for Evaluating Open-Domain Dialogue Systems,"Lishan Huang, Zheng Ye, Jinghui Qin, Liang Lin, Xiaodan Liang"
Dialogue and Interactive Systems,MedDialog: Large-scale Medical Dialogue Datasets,"Guangtao Zeng, Wenmian Yang, Zeqian Ju, Yue Yang, Sicheng Wang, Ruisi Zhang, Meng Zhou, Jiaqi Zeng, Xiangyu Dong, Ruoyu Zhang, Hongchao Fang, Penghui Zhu, Shu Chen, Pengtao Xie"
Dialogue and Interactive Systems,TOD-BERT: Pre-trained Natural Language Understanding for Task-Oriented Dialogue,"Chien-Sheng Wu, Steven C.H. Hoi, Richard Socher, Caiming Xiong"
Dialogue and Interactive Systems,A Probabilistic End-To-End Task-Oriented Dialog Model with Latent Belief States towards Semi-Supervised Learning,"Yichi Zhang, Zhijian Ou, Min Hu, Junlan Feng"
Dialogue and Interactive Systems,Supervised Seeded Iterated Learning for Interactive Language Learning,"Yuchen Lu, Soumye Singhal, Florian Strub, Olivier Pietquin, Aaron Courville"
Dialogue and Interactive Systems,Parallel Interactive Networks for Multi-Domain Dialogue State Generation,"Junfan Chen, Richong Zhang, Yongyi Mao, Jie Xu"
Dialogue and Interactive Systems,Interview: Large-scale Modeling of Media Dialog with Discourse Patterns and Knowledge Grounding,"Bodhisattwa Prasad Majumder, Shuyang Li, Jianmo Ni, Julian McAuley"
Dialogue and Interactive Systems,Response Selection for Multi-Party Conversations with Dynamic Topic Tracking,"Weishi Wang, Steven C.H. Hoi, Shafiq Joty"
Discourse and Pragmatics,TED-CDB: A Large-Scale Chinese Discourse Relation Dataset on TED Talks,"Wanqiu Long, Bonnie Webber, Deyi Xiong"
Discourse and Pragmatics,Centering-based Neural Coherence Modeling with Hierarchical Discourse Segments,"Sungho Jeon, Michael Strube"
Discourse and Pragmatics,“I'd rather just go to bed”: Understanding Indirect Answers,"Annie Louis, Dan Roth, Filip Radlinski"
Discourse and Pragmatics,Online Conversation Disentanglement with Pointer Networks,"Tao Yu, Shafiq Joty"
Discourse and Pragmatics,"QADiscourse - Discourse Relations as QA Pairs: Representation, Crowdsourcing and Baselines","Valentina Pyatkin, Ayal Klein, Reut Tsarfaty, Ido Dagan"
Discourse and Pragmatics,VCDM: Leveraging Variational Bi-encoding and Deep Contextualized Word Representations for Improved Definition Modeling,"Machel Reid, Edison Marrese-Taylor, Yutaka Matsuo"
Discourse and Pragmatics,MEGA RST Discourse Treebanks with Structure and Nuclearity from Scalable Distant Sentiment Supervision,"Patrick Huber, Giuseppe Carenini"
Discourse and Pragmatics,Keeping Up Appearances: Computational Modeling of Face Acts in Persuasion Oriented Discussions,"Ritam Dutt, Rishabh Joshi, Carolyn Rose"
Discourse and Pragmatics,Discourse Self-Attention for Discourse Element Identification in Argumentative Student Essays,"Wei Song, Ziyao Song, Ruiji Fu, Lizhen Liu, Miaomiao Cheng, Ting Liu"
Discourse and Pragmatics,Revealing the Myth of Higher-Order Inference in Coreference Resolution,"Liyan Xu, Jinho D. Choi"
Discourse and Pragmatics,Learning to Ignore: Long Document Coreference with Bounded Memory Neural Networks,"Shubham Toshniwal, Sam Wiseman, Allyson Ettinger, Karen Livescu, Kevin Gimpel"
Discourse and Pragmatics,BERT-enhanced Relational Sentence Ordering Network,"Baiyun Cui, Yingming Li, Zhongfei Zhang"
Discourse and Pragmatics,PowerTransformer: Unsupervised Controllable Revision for Biased Language Correction,"Xinyao Ma, Maarten Sap, Hannah Rashkin, Yejin Choi"
Information Extraction,Exposing Shallow Heuristics of Relation Extraction Models with Challenge Data,"Shachar Rosenman, Alon Jacovi, Yoav Goldberg"
Information Extraction,Learning Collaborative Agents with Rule Guidance for Knowledge Graph Reasoning,"Deren Lei, Gangrong Jiang, Xiaotao Gu, Kexuan Sun, Yuning Mao, Xiang Ren"
Information Extraction,Design Challenges in Low-resource Cross-lingual Entity Linking,"Xingyu Fu, Weijia Shi, Xiaodong Yu, Zian Zhao, Dan Roth"
Information Extraction,OpenIE6: Iterative Grid Labeling and Coordination Analysis for Open Information Extraction,"Keshav Kolluru, Vaibhav Adlakha, Samarth Aggarwal, Mausam, Soumen Chakrabarti"
Information Extraction,SeqMix: Augmenting Active Sequence Labeling via Sequence Mixup,"Rongzhi Zhang, Yue Yu, Chao Zhang"
Information Extraction,A Predicate-Function-Argument Annotation of Natural Language for Open-Domain Information eXpression,"Mingming Sun, Wenyue Hua, Zoey Liu, Xin Wang, Kangjie Zheng, Ping Li"
Information Extraction,Learning from Context or Names? An Empirical Study on Neural Relation Extraction,"Hao Peng, Tianyu Gao, Xu Han, Yankai Lin, Peng Li, Zhiyuan Liu, Maosong Sun, Jie Zhou"
Information Extraction,Denoising Relation Extraction from Document-level Distant Supervision,"Chaojun Xiao, Yuan Yao, Ruobing Xie, Xu Han, Zhiyuan Liu, Maosong Sun, Fen Lin, Leyu Lin"
Information Extraction,Domain Knowledge Empowered Structured Neural Net for End-to-End Event Temporal Relation Extraction,"Rujun Han, Yichao Zhou, Nanyun Peng"
Information Extraction,Efficient One-Pass End-to-End Entity Linking for Questions,"Belinda Z. Li, Sewon Min, Srinivasan Iyer, Yashar Mehdad, Wen-tau Yih"
Information Extraction,Biomedical Event Extraction as Sequence Labeling,"Alan Ramponi, Rob van der Goot, Rosario Lombardo, Barbara Plank"
Information Extraction,Event Extraction by Answering (Almost) Natural Questions,"Xinya Du, Claire Cardie"
Information Extraction,Entity Linking in 100 Languages,"Jan A. Botha, Zifei Shan, Daniel Gillick"
Information Extraction,Event Extraction as Machine Reading Comprehension,"Jian Liu, Yubo Chen, Kang Liu, Wei Bi, Xiaojiang Liu"
Information Extraction,Incremental Event Detection via Knowledge Consolidation Networks,"Pengfei Cao, Yubo Chen, Jun Zhao, Taifeng Wang"
Information Extraction,Two are Better than One: Joint Entity and Relation Extraction with Table-Sequence Encoders,"Jue Wang, Wei Lu"
Information Extraction,Disentangle-based Continual Graph Representation Learning,"Xiaoyu Kou, Yankai Lin, Shaobo Liu, Peng Li, Jie Zhou, Yan Zhang"
Information Extraction,Counterfactual Generator: A Weakly-Supervised Method for Named Entity Recognition,"Xiangji Zeng, Yunliang Li, Yuchen Zhai, Yin Zhang"
Information Extraction,Annotating Temporal Dependency Graphs via Crowdsourcing,"Jiarui Yao, Haoling Qiu, Bonan Min, Nianwen Xue"
Information Extraction,A Rigorous Study on Named Entity Recognition: Can Fine-tuning Pretrained Model Lead to the Promised Land?,"Hongyu Lin, Yaojie Lu, Jialong Tang, Xianpei Han, Le Sun, Zhicheng Wei, Nicholas Jing Yuan"
Information Extraction,Semi-supervised New Event Type Induction and Event Detection,"Lifu Huang, Heng Ji"
Information Extraction,Knowledge Association with Hyperbolic Knowledge Graph Embeddings,"Zequn Sun, Muhao Chen, Wei Hu, Chengming Wang, Jian Dai, Wei Zhang"
Information Extraction,Learning Structured Representations of Entity Names using ActiveLearning and Weak Supervision,"Kun Qian, Poornima Chozhiyath Raman, Yunyao Li, Lucian Popa"
Information Extraction,Multimodal Joint Attribute Prediction and Value Extraction for E-commerce Product,"Tiangang Zhu, Yue Wang, Haoran Li, Youzheng Wu, Xiaodong He, Bowen Zhou"
Information Extraction,Enhancing Aspect Term Extraction with Soft Prototypes,"Zhuang Chen, Tieyun Qian"
Information Extraction,Weakly Supervised Subevent Knowledge Acquisition,"Wenlin Yao, Zeyu Dai, Maitreyi Ramaswamy, Bonan Min, Ruihong Huang"
Information Extraction,Temporal Knowledge Base Completion: New Algorithms and Evaluation Protocols,"Prachi Jain, Sushant Rathi, Mausam, Soumen Chakrabarti"
Information Extraction,Connecting the Dots: Event Graph Schema Induction with Path Language Modeling,"Manling Li, Qi Zeng, Ying Lin, Kyunghyun Cho, Heng Ji, Jonathan May, Nathanael Chambers, Clare Voss"
Information Extraction,Global-to-Local Neural Networks for Document-Level Relation Extraction,"Difeng Wang, Wei Hu, Ermei Cao, Weijian Sun"
Information Extraction,Simple and Effective Few-Shot Named Entity Recognition with Structured Nearest Neighbor Learning,"Yi Yang, Arzoo Katiyar"
Information Extraction,Knowledge Graph Alignment with Entity-Pair Embedding,"Zhichun Wang, Jinjian Yang, Xiaoju Ye"
Information Extraction,FedED: Federated Learning via Ensemble Distillation for Medical Relation Extraction,"Dianbo Sui, Yubo Chen, Jun Zhao, Yantao Jia, Yuantao Xie, Weijian Sun"
Information Extraction,TeMP: Temporal Message Passing for Temporal Knowledge Graph Completion,"Jiapeng Wu, Meng Cao, Jackie Chi Kit Cheung, William L. Hamilton"
Information Extraction,Pre-training Entity Relation Encoder with Intra-span and Inter-span Information,"Yijun Wang, Changzhi Sun, Yuanbin Wu, Junchi Yan, Peng Gao, Guotong Xie"
Information Extraction,MedFilter: Improving Extraction of Task-relevant Utterances through Integration of Discourse Structure and Ontological Knowledge,"Sopan Khosla, Shikhar Vashishth, Jill Fain Lehman, Carolyn Rose"
Information Extraction,CHARM: Inferring Personal Attributes from Conversations,"Anna Tigunova, Andrew Yates, Paramita Mirza, Gerhard Weikum"
Information Extraction,MAVEN: A Massive General Domain Event Detection Dataset,"Xiaozhi Wang, Ziqi Wang, Xu Han, Wangyi Jiang, Rong Han, Zhiyuan Liu, Juanzi Li, Peng Li, Yankai Lin, Jie Zhou"
Information Extraction,"Exploring and Evaluating Attributes, Values, and Structures for Entity Alignment","Zhiyuan Liu, Yixin Cao, Liangming Pan, Juanzi Li, Zhiyuan Liu, Tat-Seng Chua"
Information Extraction,DualTKB: A Dual Learning Bridge between Text and Knowledge Base,"Pierre Dognin, Igor Melnyk, Inkit Padhi, Cicero Nogueira dos Santos, Payel Das"
Information Extraction,Exploring Contextualized Neural Language Models for Temporal Dependency Parsing,"Hayley Ross, Jonathon Cai, Bonan Min"
Information Extraction,Joint Constrained Learning for Event-Event Relation Extraction,"Haoyu Wang, Muhao Chen, Hongming Zhang, Dan Roth"
Information Extraction,Scalable Zero-shot Entity Linking with Dense Entity Retrieval,"Ledell Wu, Fabio Petroni, Martin Josifoski, Sebastian Riedel, Luke Zettlemoyer"
Information Extraction,SelfORE: Self-supervised Relational Feature Learning for Open Relation Extraction,"Xuming Hu, Lijie Wen, Yusong Xu, Chenwei Zhang, Philip Yu"
Information Extraction,Event Detection: Gate Diversity and Syntactic Importance Scores for Graph Convolution Neural Networks,"Viet Dac Lai, Tuan Ngo Nguyen, Thien Huu Nguyen"
Information Extraction,Double Graph Based Reasoning for Document-level Relation Extraction,"Shuang Zeng, Runxin Xu, Baobao Chang, Lei Li"
Information Extraction,Recurrent Interaction Network for Jointly Extracting Entities and Classifying Relations,"Kai Sun, Richong Zhang, Samuel Mensah, Yongyi Mao, Xudong Liu"
Information Extraction,Introducing a New Dataset for Event Detection in Cybersecurity Texts,"Hieu Man Duc Trong, Duc Trong Le, Amir Pouran Ben Veyseh, Thuat Nguyen, Thien Huu Nguyen"
Information Extraction,Systematic Comparison of Neural Architectures and Training Approaches for Open Information Extraction,"Patrick Hohenecker, Frank Mtumbuka, Vid Kocijan, Thomas Lukasiewicz"
Information Extraction,Entity Enhanced BERT Pre-training for Chinese NER,"Chen Jia, Yuefeng Shi, Qinrong Yang, Yue Zhang"
Information Extraction,Understanding Procedural Text using Interactive Entity Networks,"Jizhi Tang, Yansong Feng, Dongyan Zhao"
Information Extraction,Coarse-to-Fine Pre-training for Named Entity Recognition,"Xue Mengge, Bowen Yu, Zhenyu Zhang, Tingwen Liu, Yue Zhang, Bin Wang"
Information Extraction,Severing the Edge Between Before and After: Neural Architectures for Temporal Ordering of Events,"Miguel Ballesteros, Rishita Anubhai, Shuai Wang, Nima Pourdamghani, Yogarshi Vyas, Jie Ma, Parminder Bhatia, Kathleen McKeown, Yaser Al-Onaizan"
Information Extraction,Knowledge-guided Open Attribute Value Extraction with Reinforcement Learning,"Ye Liu, Sheng Zhang, Rui Song, Suo Feng, Yanghua Xiao"
Information Extraction,Let's Stop Incorrect Comparisons in End-to-end Relation Extraction!,"Bruno Taillé, Vincent Guigue, Geoffrey Scoutheeten, Patrick Gallinari"
